label,review
pos,"robert benton has assembled a stellar , mature cast for his latest feature , twilight , a film noir mystery set amid the fading stars of hollywood . 
paul newman stars as retired detective harry ross . 
harry has spent the last couple of years doing odd jobs for jack and catherine ames ( gene hackman and susan sarandon ) , a pair of married actors who have fallen from the limelight . 
when jack sends him on a routine delivery job , however , the old instincts kick in . 
soon , harry is wading through a mystery where friendships and lives are on the line , and he no longer knows who to trust . 
there are plenty of familiar faces throughout twilight , in addition to newman , hackman and sarandon . 
james garner plays raymond hope , a former cop and one of harry's best friends . 
stockard channing plays verna , harry's former partner , and possibly a former love interest . 
reese witherspoon is mel , the distrustful daughter of the ames' , and liev schrieber is her scuzzy boyfriend . 
giancarlo esposito appears as harry's bumbling detective protigi , and john spencer is a suspicious police captain . 
with a cast like that , it's almost worth watching twilight just to stargaze . 
luckily , there's more to the film than some sort of actor's recognition ceremony . 
twilight has a solid film noir-ish plot . 
it may not have as many twists and turns as some of the classics , but it has much more than a lot of what passes for film these days . 
the major cast members all deliver strong performances , as can be expected of their caliber . 
however , none of them have that little extra oomph which would make them memorable . 
the supporting cast is enjoyable , if a little underdrawn . 
stockard channing's character , in particular , is a cipher . 
there's more to her character than the film takes the time to describe . 
it's a minor , but irritating , flaw . 
with a solid cast , and a good plot , there's a lot to recommend about twilight . 
it's biggest flaw is actually its short running time . 
at a slim 94 minutes , there's a lot of stuff that's packed into an awfully small package . 
still , the chance to see newman , sarandon and hackman working together is worth a cramp or two . 
"
pos,"seen august 8 , 1998 at 6 p . m . at rotterdam square cinemas ( rotterdam , ny ) , theater #6 , by myself for free using my sony/loews critic's pass . 
[theater rating : * * * : good seats , sound , and picture] 
war is a topic that can't help but be glorified any way it is portrayed by the media . 
movies , documentaries , and even history books have a way of making the darker side of humanity exciting since the most general aspects are focused on , such as strategy , politics , and victory . 
it's easy to forget war , in its most basic form , is a battle of armies out to slaughter each other . 
forgotten more easily is the fact that each soldier , no matter what his rank or importance , is a real flesh-and-blood person and not just a number . 
 "" saving private ryan "" is one of the few films that dares play up this aspect , especially in its unapologetic , realistic delivery . 
it proves there's a huge difference between battling and killing . 
the film opens with one of the most graphic , disturbing scenes in recent memory . 
it's world war ii , d-day to be exact , and the u . s . military is invading omaha beach where the nazis are more than ready for them . 
spielberg uses many techniques to create for a total sense of reality . 
instead of positioned cameras , the footage here seems to have been shot by camera operators running alongside soldiers as if they were just as scared . 
there is no sense of stability , but of constant , anxious , and confusing motion , giving us the feeling of being in the middle of the battle , and just a vulnerable as the poor troops . 
 "" poor "" is a proper word to describe how pathetic and yet innocent the men fighting are . 
there is little to no dialogue throughout the loud battle and no prologue to define any characters . 
we don't get the feeling these are handsome actors playing heroic roles , but that these are men about to kill and be killed for reasons beyond their understanding . 
the nazis are not portrayed as enemies to be hated , but as people that must be destroyed because they're there . 
in the movies , the good guys can run through a firestorm of bullets and bombs and not get a scratch , but in reality that wouldn't happen . 
the men have nothing to shield or protect them besides some metal flanks and dead bodies . 
they are sitting ducks and we realize this through the perspective of the well-secured germans who can actually see who , what , and where they're shooting , unlike the americans who must fire in a general direction to avoid getting their heads blown off . 
perhaps the film is flawed by not providing any backstory on the war itself and who the men really are , but that seems to be part of the theme . 
the film seems to rely on the audience's sense of patriotism , that the american military is "" right "" and good and that the nazis are "" inherently evil . "" 
the battle scene eventually focuses on a group of men who have miraculously survived and made their way close to the enemy stronghold ( a whole 50-foot progression ) , and begin to inflict some damage . 
i have to admit that once the first glimpse of victory over the nazis sprang up , i couldn't help but feel some sense of joy and relief . 
to triumph against all odds is a cliche to be sure , but there's nothing cliche about the graphic , detailed , atmosphere here because it really happened . 
one of the most surprising aspects of the film is how little story construction there is , and yet the events that take place make sense and are interesting . 
the plot is practically irrelevant since the film is more concerned with the reality of the war and the soldiers we meet . 
tom hanks stars as captain miller , a relatively average man who happens to be the leader of a platoon . 
he's never obsessive or any such generic , cartoonish characteristic that might dominate a character like this . 
he doesn't want to be there any more than his men , but when he is given a mission he intends to carry it out . 
the mission the film is concerned with is , as the title states , saving private ryan . 
through a series of command started by an ordinary clerical worker , it is brought to a general's attention that three brothers from iowa have been killed in action and their mother will receive notices of each's death simultaneously . 
when they learn a fourth brother is stationed somewhere in europe , they make it a top priority to have him returned safely to his mother . 
it's easy to sympathize with this situation , after all , no one should have to lose all their children at once . 
but finding one man in this war is , as miller puts it , "" like trying to find a needle in a stack of needles . "" 
the saving of private ryan isn't just a dramatic device , but a thematic one . 
his salvation represents the sense of innocence the country , the world even , was trying to convince itself it still had . 
when miller's company hears of the mission , they scoff at the idea assuming he is dead , but miller isn't so quick to shrug it off . 
he knows the only thing that can really save soldiers from death is hope , and now he has the opportunity to make someone's sense of hope a reality . 
the mission to find ryan gives miller's group a destination , but not direction . 
along the way many things happen to them , both good and bad . 
a few battles are fought , not to be major accomplishments for the war , but because they encounter german soldiers and have no other choice . 
the act of killing itself becomes one of the film's major philosophical metaphors . 
the soldiers don't mind killing other soldiers in blind battle , but when they come across a lone survivor who begs them to let him go , they can barely stop themselves from killing him in cold blood as some kind of vengeance for their losses . 
unfortunately , death is a fact of war , and most films try to avoid it when it comes to the main characters , but here spielberg doesn't want us to think these men are invincible . 
in fact , only a small amount of color and personality is sketched into each man , and the performances are good enough to make this method work . 
although the characters are somewhat typical , the actors maintain control over the material at all time . 
whether they're arguing with each other , telling stories of back home , or fighting the germans , they never go overboard and always seem believable . 
sure , there's a zinger here and there , but war doesn't change the fact boys will be boys . 
if and when one dies we too can feel the loss , even though we hardly knew them . 
the final act brings the story full circle with another tremendous , violent battle sequence . 
private ryan has been found , but facing four to one odds , can the americans defeat the germans and keep ryan alive ? 
that's not a premise for thrills , it's symbolic of everything the film has worked for . 
it would be wrong to say the film has either a happy or sad ending , it ends the way it must end . 
i remember reading a "" calvin & hobbes "" comic strip where calvin asked his dad something like , "" dad , how do armies of men killing each other solve problems ? "" 
 "" saving private ryan "" is the adult version of that question . 
"
pos,"'contact' shows why jodie foster is one of our best actresses . 
see contact with your family . 
it is a movie for all ages . 
--a review by stuart cracraft 
contact starring : jodie foster , matthew mcconaughey , john hurt director : robert zemeckis star 
after a predictable mit phillip morrison powers-of-10 zoom-out start ( which can be surprising to those not familiar with prof . morrison's work ) , contact picks up steam , gradually , building , by-the-end , an irresistable juggernaut and a very good movie that does not as is so often the case fall out-of-balance in terms of too much pandering to the technological "" geek "" side . 
by the end , the audience is left with what good science fiction is supposed to do : evoke a sense of wonder about the universe and evoke questions in your mind about what's out there . 
this movie does not let technology overshadow characterization and in this sense it is unusual amongst high-tech movies . 
however , except for jodie foster ( elie arroway ) and john hurt ( s . r . 
hadden ) , who are both actors of exceptional caliber , the supporting cast are not especially impressive . 
hurt certainly has had better roles ( stephen ward in scandal ) . 
this one , as the multi-billionare hadden , does not do his acting skills justice . 
this is clearly a foster movie by one of the great hollywood lights of our generation . 
foster's radiance has never been more strong than in the scene where she finally meets the vegans on their terms . 
early scenes take a long , long time to build up to this . 
the movie's pacing is very good and subtle . 
the panoramas of the radio dishes at arecibo and ceti in new mexico and puerto rico are beautiful . 
the politics of foster's character attempting to obtain funding for research at these places are trite and predictable however . 
one of the most entertaining , but very short scenes , is when foster is confronted by rob lowe , during a cabinet-level presidential meeting to discuss the alien invitation . 
there were real sparks in this scene between foster and lowe and it would behoove them to consider other vehicles in which this dynamism could be explored . 
it is the only scene in the movie in which there were tremendous dynamics between two characters . 
everything else was very one-sided ( e . g . 
foster ) . 
lowe can stand up to foster and it showed in that scene at the cabinet table . 
the core scene of the movie is set on a surrealistic beach on a far-away world in the starsystem of vega . 
it feels a lot like science fiction writer john varley's scenes in his book steel beach , where the female protagonists encounters an immensely superior intelligence , in one case a computer manufactured by mankind itself , and in foster's case , an illusion drawn from her memory . 
in another sense , this immensely moving scene evokes gene roddenberry's star trek pilot the cage , later the menagerie , when jeffrey hunter and susan oliver have their memories manipulated to create new worlds in which they live and encounter aliens . 
the concept is not new , by any sense , in the world of science fiction . 
but the beach scene , which is the centerpiece of the film , as is the whole film , is driven by foster . 
freed from her needs to direct by director zemecki , foster is able to let it all hang out in the characterization and the lead she provides to her supporting cast . 
as the movie gains speed , foster's acting intensifies and the audience really does experience it with her . 
it is certainly oscar-caliber acting , unquestionably . 
the supporting cast does well and zemeckis throws in some humor with some president clinton cameos , cleverly manipulated , george stephanopolus-style , to seem very forrest gump . 
in fact , zemeckis et . 
al . 
got in trouble for the usage of some of the footage seen in the movie , vis a vis clinton . 
but the audience i attended this movie with just had some good chuckles at clinton's walk-ons . 
the much-discussed tension between science and religion in this movie is not particularly insightful to those who have already gone through this course though it is helpful to those in the audience who have not . 
also , the near-final scene , in a senate judiciary hearing room is disappointing . 
contact is a fitting memorial to the memory of carl sagan , science popularizer , and sometime pedantic gadfly of the halls of academe . 
perhaps now , sagan can be said to be with his dragons of eden . 
"
pos,"matthew broderick and high school comedy . 
the two terms have been practically inseparable since ferris buehler took the day off in 1986 . 
now it is 13 years later , and broderick has another high school comedy , election , to show the world . 
ferris buehler's day off showed an educational setting that was similar to a pile of marshmallows . 
it was light , fluffy , tasty , and sparkling clean . 
but election is far different . 
this production is a dark , and frighteningly realistic one that does so much more than entertain for the 103 minutes it occupies ; it shocks as well . 
jim mcallister ( matthew broderick ) is the type of teacher that makes american high schools proud . 
he is a kind , caring , younger man who has built his life around carver high school . 
in turn , carver high school has provided a home for him . 
jim has won teacher of the year no less than three times in his 12 year span , and is a well respected social studies teacher among the student body . 
tracy flick ( reese witherspoon ) is an intelligent , outgoing , and , to quote the film , "" super nice "" young girl . 
she is involved in numerous extracurricular activities , always has her hand up first in class , and is extremely popular among most of the student body . 
so , it is a natural progression when she decides to run for school president . 
the metzler family is an extremely wealthy one . 
the father , dick ( holmes osborne ) , owns a cement company . 
the mother , jo ( jeanine jackson ) , is an ideal housewife . 
and the two children , paul ( chris klein ) and tammy ( jessica campbell ) , are both students at carver high school . 
paul was the quarterback of the football team before he injured himself , and is definitely a candidate for most popular person in school . 
tammy is a lesbian who , to say the least , is going through a period of self discovery . 
for reasons of revenge , hatred , and sexual envy , jim convinces paul to run against tracy for school president . 
he claims that in a democracy you need choices , and having tracy run unopposed creates a dictatorship of sorts . 
so paul agrees and the race is on . 
but then , in an effort to spite the two candidates , tammy announces that she is running as well . 
her campaign is straightforward : people only run to put it on their college applications , then they do nothing . 
well , "" i don't even want to go to college , "" she says . 
in election , there are no "" good guys "" . 
almost everyone has their own agenda . 
no matter how deeply hidden , the production digs it up and exploits it for the audience . 
tracy is the type of person that you remember from high school . 
she is the girl that would be labeled "" most likely to achieve anything she wants "" in the yearbook , and everyone secretly envied her because of that . 
jim is a teacher that takes the trust that students give him as a privilege , and uses it to his own amoral advantage . 
everyone , including the principal , a former teacher , all the candidates , and even paul's girlfriend are two sided characters . 
that is much of this film's beauty , it doesn't have the typical good guys that hollywood likes , instead it is a realistic portrayal of the real world , specializing in revealing the type of sexual perversions that people usually keep to themselves . 
matthew broderick couldn't have been any more perfect for this role . 
his character is often similar bill murray's award winning role in the 1998 film , rushmore . 
of the two acting jobs , broderick's is far superior . 
but even he is overshadowed by the young reese witherspoon . 
the hatred that she causes the audience to develop towards her , is simply indescribable . 
broderick and witherspoon are simply at their best when they are playing off each other in various scenes . 
one such moment occurs when she approaches him in his car as he is leaving school one day . 
you can see her self pride in her eyes as she presents him a list of signatures , making her an eligible candidate . 
and his subtle disgust with her is apparent , although he tries to mask it between the lines and attempts to put on a happy face . 
the supporting cast is one with little hollywood experience . 
but that is far from apparent as everyone takes control of their part . 
however , the real treat is jessica campbell in her confused role as a young homosexual girl . 
this is never more apparent than the scene where she delivers her speech announcing her so-called platform for presidency . 
she is just marvelous as her hatred towards what she thinks to be an unjust system is expressed . 
if ferris buehler made you feel good about american high schools , and gave you an innocent laugh or two , then the movie achieved its goal . 
but don't you dare think that election's goals are similar . 
it is just as real in its portrayal of high school , as its characters are in the real world . 
there certainly is no pile of marshmallows here . 
"
neg,"i should have known , damn it , i should have known . 
ewan mcgregor - codename : "" eye "" - is pointing a high-tech rifle-ly gadget at a fat , bald business-oriented american engaging in illicit sexual activities in a window across the street . 
we get the requisite electro-green through-the-sight view . 
we the audience , seeing a high tech rifle-ly gadget , of course think that eye is going to assassinate the target , but instead , he pulls the trigger and the rifle takes twenty or so hazy , low-quality photographs , which eye then proceeds to fax and e-mail to everyone in his target's office . 
all right , so thirty seconds in , i was slightly befuddled by this seemingly pointless rifle/camera , but i was still open minded . . . 
maybe there's a really good reason for it . 
i've got reason to believe , you see - i admire a lot of ewan mcgregor's previous work . . . 
and he's obi wan ke- friggin-nobi for god's sake . 
and director stephan elliot's last movie priscilla , queen of the desert was a quirky little delight . 
there's some genuine talent involved here . 
i think at the twenty minute mark , there was still a spark of hope in my heart . 
eye has been assigned to investigate the leader of his organization's son ( i still have no idea what this organization was - british intelligence ? 
national spy ring ? 
private investigation ? ) , who is apparently stealing from his trust fund . 
he has received his assignment from k . d . 
lang , through an elaborate and expensive teleconferencing briefcase . 
when eye tracks his target to an expensive- looking secluded house , he witnesses a mysterious and beautiful woman ( ashley judd ) take a knife out and proceed to stab the poor bastard . 
ok , that's odd , i think to myself , this could be interesting . 
then she starts to cry , and through her tears exclaims "" merry christmas , dad ! "" 
for the first time . 
so begins our tale of obsession . . . 
or . . . something . 
the rest of the movie involves ewan mcgregor's eye character following ashley judd around to every corner of the united states , totally and completely obsessed by this woman from afar . 
throughout his entire professional life , he has been a voyeur ; so when he falls for someone , the only way he can handle it is to watch and drool through telescopes and cameras . 
fine , that's a lovely premise , i suppose . 
but gosh darn it , if you're going to go there , you better have some sort of explanation . 
and that's precisely where this film fails . 
this is the kind of movie that pisses me off . 
it's an abortion , a collection of half-formed and wasted ideas that amounts to absolutely nothing in the end . 
it pretends it is something that it is not - a surreal and deep psychological character study wrapped in a high-tech thriller . 
here , the filmmakers have confused "" surreal "" and "" deep "" with "" vaguely unclear "" and "" crammed full of insultingly obvious metaphors . "" 
i never , even for an instant , had the foggiest idea why eye would fall so in "" love "" with this woman who changes wigs and kills people . 
the movie offers only two explanations , neither of which make a lick of sense . 
explanation number one : the obnoxious presence of eye's imaginary daughter , who was taken away from him by his wife some time ago , tells him he shouldn't leave ms . judd . 
explanation two , which by the end of the film has been beaten into our heads through imagery and dialog and even the title of the movie : "" beauty is in the eye of the beholder . "" 
whoo hoo , that helps , thanks a bunch , case closed . 
that's as deep as it gets , folks . 
there is an attempt at an explanation in the final minutes , which , instead of tying everything together , ends up being as profound as a clever sixth-grade mad lib . 
there are secondary characters that move in and out of the picture and serve little or no purpose except to make the audience wonder what the hell the point was . 
my personal favorites include : the prison-matron modeled after austin powers' frau farbissina , who apparently taught ms . judd everything she knows about wearing wigs ; jason priestley's awfully played dirty desert vagrant #1 , who tries to emulate dennis hopper a la blue velvet , but fails miserably ; and the cop-who-sees-ashley-fleeing-an-accident-scene-and- then-wants-to-pay-for-sex- but-is-shot . 
each one in this sad little parade is a little more pointless than the last . 
the script pays no attention to the laws of time and space . 
any time one of the frequent location changes occurs , the camera zooms in on a souvenir snow globe , and minutes , weeks , or years could have passed . 
bewilderingly inane stylistic decisions plague the whole affair - one character passes a glass of cognac to another in a slow-motion close-up awash in a lot of bass . 
ewan mcgregor at one point takes up residence in a bell tower just so he could be repeatedly awakened and deafened by the giant bell . 
jason priestly starts philosophizing about sharks , then laughs maniacally . . . 
cut to random guy with eye patch . . . 
iguana out of focus . . . 
iguana comes into focus . 
wow , man . 
when i found out afterward that this film was based on a novel , it came as no surprise to me . 
there are plenty of elements here that , if extended and fleshed out more , would have made for a decent story . 
and i wouldn't be surprised if i found out there was an hour and a half of footage cut from this movie lying in a landfill somewhere , or waiting in the wings for the dvd special director's cut . . . 
not that anything would ever possess me to purchase such a thing to find out what i was missing . 
the last ten or so minutes featured a conversation between the eye and the judd that was supposed to be some sort of revealing exposition . 
some guy in the back of the theater was talking on his cell phone , and this time i didn't particularly care all that much because what was happening on the screen was a steaming pile of unholy crap ; the audience around me chuckled and whispered sentiments similar to what i was thinking . 
someone near cell-phone-guy did eventually yell , "" shut the hell up ! "" , but it was a lot funnier when we thought he was talking to the screen . 
"
neg,"an experience like baby geniuses can have certain effects on an average moviegoer . 
you may be scarred for life after seeing this petrified piece of garbage , which is so disarmingly horrible that it may cause you to ponder it's hollywood existence . 
when i think of the screenwriters behind this film , i picture a room full of monkeys . 
the monkeys are pounding on their typewriters while scratching themselves . 
all of the monkeys combine their efforts , hop in a cab and take the finished product downtown to director bob clark's office . 
the designated monkey explains the plot by jumping up and down on clark's desk while flailing his arms and shrieking . 
the director appears to be deep in thought , until he slams his fist down on the desktop and exclaims `i love it ! ! ! ' 
the writing behind this project is embarrassing . 
for your amusement , i will explain the plot . 
dr . kinder ( kathleen turner ) and dr . heep ( christopher lloyd ) are two of the cold-hearted executives at the baby geniuses institute , where peculiar studies are going on . 
as the story goes , there is an ancient myth explaining that babies ( ages 2 and under ) know all the secrets of the world from previous life experiences . 
when they move past this phase , they become like any other drooling toddler . 
kinder and heep want to unlock the secrets using their test babies , namely little sylvester ( sly for short ) , who can break in or out of any given situation so efficiently that he would be right at home on the mission : impossible team . 
there is so much crap derived from this premise , despite the fact it's virtually identical to the plot in look who's talking ! 
 ( a far superior film in any league ) . 
you will be able to determine the quality of the film by examining the opening scene . 
sylvester has broken out and managed to elude several security guards with his amazing intellect and kung-fu tactics . 
question : it's obvious the babies are super-smart , but why are they able to fight like jackie chan ? ? 
the adults in this film are furiously beaten by these youngsters in diapers . 
it's a shock when writers will stoop this low just to draw cheap laughs by using john hughes' familiar home alone formula . 
i also found it disturbing that the babies in this film have attitude and endless 90's knowledge , quoting numerous movies and insulting their adult captors . 
the effects in baby geniuses ( similar to the talking animals in babe ) are pathetic , the editing is a disaster , and the jokes are never funny . 
the only reason viewers may avoid vomiting is the argument that the babies are `cute' . 
i suppose they are . 
i can admit to smiling a few times because the babies were cute . 
other instances , though , i was howling in laughter due to the inane stupidity of the script . 
there are supporting characters who have no personality whatsoever ; their entire existence is based on punch lines . 
peter macnicol and kim cattrall , as an unwilling couple who have adopted sylvester's twin , are both miscast . 
then again , i don't suppose any performer could handle the uneven material without looking incredibly stupid . 
meanwhile , dom deluise plays a fellow who gets hit in the crotch with a monkey wrench ( hahaha ) . 
i would avoid baby geniuses at all costs . 
instead of watching this , i would recommended filling your bathtub with cement and going snorkeling . 
or perhaps you would consider going diving in shark-infested waters . 
anything to avoid this painful movie . 
the final line in the film , spoken by the bratty sylvester , is `if they think i'm doing the sequel for less than $20 mill , they're nuts' . 
sequel ? 
please have mercy . 
"
neg,"synopsis : cro-magnon ayla loses her mother to an earthquake and escapes certain death by a lion . 
reluctantly rescued by a neanderthal clan who likes to have sex doggy-style , ayla grows up to become a blond , feminist supermodel who challenges the neanderthal patriarchy by throwing rocks and giving birth without a mate . 
comments : allow me to state for the record that i find daryl hannah an appealing presence in movies . 
she proved quite charming as the intelligent astronomer in the romantic comedy roxanne and equally creepy as pris in the sci-fi classic blade runner . 
the clan of the cave bear clearly tries to capitalize on hannah as a selling point : the poster art bears a striking closeup of hannah in tribal paint and the video box prominently features her name in lettering the same size as the title . 
not even her starring role in this turkey , unfortunately , can save it from being an unbelievable exercise in cheese . 
it's so uniquely bad ( a film dealing with prehistoric man that actually tries , and miserably fails , to be serious ) that it's oddly fascinating . 
the ridiculous attempt at drama here leaves the audience somehow transfixed , wanting to see how this dud plays out . 
the clan of the cave bear is based upon a popular novel by jean m . auel . 
to this day , the book possesses a loyal cult following . 
i remember a dear friend of mine had a dog-eared copy of the novel she had read as a child with all the so-called dirty parts blacked out with marker by her grandmother . 
i have never read this book , but i sure hope it's 10 , 000 times better than its film adaptation . 
if not , then i'm at a complete loss to explain its popularity . 
the clan of the cave bear immediately opens with a comically absurd scene . 
a young ayla , looking much like drew barrymore in e . t . , 
tramps about in the woods . 
with her cute little ponytails and fur wrapped about her , the audience's expectations of a convincing portrayal of prehistory are immediately shattered . 
what follows is a laughably choreographed sequence in which an earthquake swallows up ayla's mother ( a blonde with fur pants . . . er , 
leggings ) . 
tearful ayla looks on as the cameraman shakes the camera . . . well , 
as the earthquake slowly recedes . 
a hungry lion becomes interested in her for lunch , but the screaming six-year-old manages to outrun the king of the wild and find a safe haven . 
i won't detail the story any further ; this seems enough to illustrate my point . 
this movie is really stupid . 
it never even gives the audience a chance to suspend their disbelief . 
also , the obvious comparison between the appearance of cro-magnon man in prehistory and the rise of feminism in our century is about as subtle as burning a wonderbra in front of charlton heston . 
the movie doesn't just suggest this message ; it whacks the message into the audience with a two-by-four . 
a blond , gorgeous woman challenges the social laws of a bunch of people in gaudy brown wigs . 
she's of the "" new people "" ; they're of the "" old people "" with "" the memories . "" 
yep . 
we get it . 
we get it . 
the clan of the cave bear apparently received an academy award nomination for best make-up , which surprises me . 
the movie depends upon a lot of make-up obviously , but much of it is unconvincing . 
as stated before , daryl hannah is daryl hannah here ; she looks like she just stepped out of the shower all the time . 
the rest of the characters have dark make-up of some sort smeared over them to look like dirt . 
the face-painting that's occasionally seen is perhaps the only notable work here in my mind . 
this movie also suffers from its new age trappings . 
maybe the music sounded a lot more fresh or original during 1985 , but now it sounds dated and cliched , like poorly conceived elevator music . 
add to this the film's faux-mysticism , including spirit animals and dream visions , and a narrator who sounds like a psychic you'd expect to hear on a 1-900 number , and you get a movie that has serious problems being serious . 
the clan of the cave bear is rated r , though it's probably one of the most inoffensive offensive films i've seen in quite a while . 
it contains several scenes of sex sans nudity . 
the violence mostly consists of hunting scenes . 
the funniest moment of the movie occurs when a neanderthal in love with ayla attempts to rescue her from a ferocious bear . 
the bear bites his head off and the audience sees it rolling about . 
although this may sound gratuitous , i'm sure , it's so cheesy that it probably won't bother most people . 
the clan of the cave bear is a bad movie . 
however , as i wrote at the beginning of this review , it does have the distinction of originality . 
typically when i think of bottom-of-the-barrel films dealing with early man , fantasy movies involving dinosaurs ( who did not exist at the same time as man ) and raquel welch come to mind . 
the clan of the cave bear tries so hard to be serious that , though it's so bad , the audience is still interested by the unique setting and characters of the movie ( which is why i awarded this turkey two stars ) . 
i have to think that fans of the book would be disappointed with this film version ; however , i'm only basing this observation on the fact that the book is almost invariably better than the movie . 
i shudder to think that it could be otherwise . . . 
"
pos,"trees lounge is the directoral debut from one of my favorite actors , steve buscemi . 
he gave memorable performences in in the soup , fargo , and reservoir dogs . 
now he tries his hand at writing , directing and acting all in the same flick . 
the movie starts out awfully slow with tommy ( buscemi ) hanging around a local bar the "" trees lounge "" and him pestering his brother . 
it's obvious he a loser . 
but as he says "" it's better i'm a loser and know i am , then being a loser and not thinking i am . "" 
well put . 
the story starts to take off when his uncle dies , and tommy , not having a job , decides to drive an ice cream truck . 
well , the movie starts to pick up with him finding a love interest in a 17 year old girl named debbie ( chloe sevigny ) and . . . 
i liked this movie alot even though it did not reach my expectation . 
after you've seen him in fargo and reservoir dogs , you know he is capable of a better performence . 
i think his brother , michael , did an excellent job for his debut performence . 
mr . buscemi is off to a good career as a director ! 
"
pos,"this sunday afternoon i had the priviledge of attending a private screening at the sony astor cinema in new york city , of james cameron's most heralded film , titanic . 
postponed from last summer , with an escalated budget that makes it the most expensive movie in history , this was one film i was eager to preview . 
so , is this movie going to sink or swim this holiday ? 
my best guess . . . . it will sink , though with many awards attatched to its hull . 
no doubt , titanic is the most elaborate disaster movie ever made . 
it boasts the most amazing effects that i have ever seen done to date . 
to see a ship fall apart , with actual people running across the ship , flying across the deck , and falling to the water , is just amazing to look at . 
the effects are so stunningly realistic , you would swear you were looking at actual footage . 
but titanic is more than a disaster movie , and that's where the problem lies . 
there is a love story attatched that nearly ruins the entire premise . 
i'll give a capsule summary of the story without spoiling anything for you : 
the film begins with a modern day excavation of sorts of the sunken titanic . 
we see actual footage of the sunken ship , as cammeron had set up special cameras to film the wreckage on the ocean floor . 
bill paxton leads the expedition , in search of sunken treasure . 
what he finds instead , leads him to a mysterious old woman who recounts her tale of the titanic voyage . 
we meet rose ( kate winslet ) , a young woman , who comes from an upper-class family . 
rose is to be wed to a man she does not love . 
we meet jack ( leonardo dicaprio ) , a young man , who comes from a poor financial background , and wins a ticket aboard the titanic , in a poker game . 
the two meet under interesting circumstances , and the love story begins . 
add in a jealous fiance , and a not-so-nice law officer played by david warner , and you have a story that , well , gets a bit overplayed and oversappy . 
i must add , at this point , that the most likeable character in the movie is played by kathy bates , as a woman with "" new money "" who is a lot less uptight than the other rich folk on the ship . 
she is a pleasure to see on screen . 
when the ship does hit the iceberg at exactly 1 : 40 into the film , and eventually sinks , you never really feel for any of these characters . 
the film is just loaded with unlikeable rich snobs and other folk you never really get a grasp on . 
the effects are tremendous . 
from the roars of gears and pumps in the engine room , to a doomed ship cracking at the seams , this is an effects picture that looks and sounds like no other . 
we saw titanic in dolby digital surround , and by far , it is the best sounding movie i have ever seen . 
my friend commented it was the best sound mix he has ever heard . 
when people are in the water , at film's end , you are surrounded by the voices of lost soles . 
titanic runs far too long . 
the movie is 3 hours and 15 minutes in length . 
and , while most of the first 2 . 5 hours runs very fast and well-paced , the final 45 minutes almost comes to a sudden stop , and you realize that this sappy love story has to finish itself out before the movie finally ends . 
don't get me wrong about titanic . . . . it's 
not a bad as i am making it out to be . 
it really is an exceptionaly well-made film . 
the costumes and sets are incredible , and true to the time period . 
the ship is painstakingly created exactly true to form , as we see actual pictures of the modern-day wreckage , transformed into the movie depiction . 
this film will certainly win on effects , costume , set design and sound . 
cameron has certainly made his best film to date . 
unfortunately , titanic is not a best picture candidate . 
it just doesn't have a strong supporting story . 
it's an exceptional disaster film with sappy filler inside . 
it just doesn't have the emotional impact that i suspect mr . cameron was shooting for . 
i predict that titanic will open to likeable reviews . 
it is a film worth seeing . 
i predict that it will only do moderately well at the box office . 
with its extreme running time , and lack of enough robust to get substantial word-of-mouth , i expect that it will do even better on home video . 
this will certainly be the definitive ac3 movie for all you home theater enthusiasts . 
titanic opens december 19th , and is released by paramount pictures and twentieth century-fox . 
i give titanic 3 stars ( . 
that's not bad . 
ron epstein 
riginally posted in home theater forum === 
"
pos,"a big surprise to me . 
the good trailer had hinted that they pulled the impossible off , but making a blues brothers movie without jake blues ( john belushi ) is such a dumb idea i really had no hope . 
they replaced him just fine . 
not with john goodman , he didn't do much of anything , but with the brilliant actor joe morton , who can really sing . 
the fourth blues brother is j evan bonifant , who's ten . 
this was another of my fears for the film , but he's a really good dancer , and plays a mean harmonica ( although he may have been dubbed ) . 
things that intellectually had bothered me before , like no mission from god , everyone being richer , it not being filmed in chicago -- gave me no problems at all . 
i'm quite pleased that there were less car pile-ups , because they meant less music , and john landis seems to have lost interest in the whole thing . 
there's a few early crashes , and then one huge pile-up , but after that it all stops . 
it's just the music . 
one of my problems with the first is that cab calloway's song is so good the actually blues brothers look dull after him , but there's no problems with this . 
the music is all as good as ever , tons of great musicians showing up -- with the exception of johnny lang , who can't sing , all the musicians do a great job . 
the only real problems i had was the special effects . 
these were superfluous and a waste of money . 
since the film isn't doing very well , they could mean we have no possibility of another sequel , which i want to see . 
the bluegrass version of riders in the sky is even better than rawhide . 
-- http : //www . geocities . com/hollywood/academy/8034/ 
remove no spam to reply . 
 "" drive carefully but recklessly "" , mama , child's toy "" the only excercise i take is walking behind the coffins of friends who took exercise . "" 
peter o'toole 
"
